"market","Operator_Code","count","total_waste"
"Columbus-Marion-Zanesville, OH CSA","KIMBLE COMPANIES",1,332.63
"Columbus-Marion-Zanesville, OH CSA","LOCAL WASTE SERVICES",1,207.32
"Columbus-Marion-Zanesville, OH CSA","LOGAN COUNTY SOLID WASTE MANAGEMENT DISTRICT",1,300
"Columbus-Marion-Zanesville, OH CSA","MIC",1,3965.82
"Columbus-Marion-Zanesville, OH CSA","MID OHIO SANITATION&RECYCLING",1,63
"Columbus-Marion-Zanesville, OH CSA","MID-STATE WASTE",1,37.19
"Columbus-Marion-Zanesville, OH CSA","MUSKINGUM COUNTY RECYCLING",1,63
"Columbus-Marion-Zanesville, OH CSA","REPUB",5,3582.16
"Columbus-Marion-Zanesville, OH CSA","ROCK",1,300
"Columbus-Marion-Zanesville, OH CSA","ROYAL PAPER STOCK",1,300
"Columbus-Marion-Zanesville, OH CSA","RUMPK",4,299.09
"Columbus-Marion-Zanesville, OH CSA","SIMS BROTHERS",4,255
"Columbus-Marion-Zanesville, OH CSA","SOLID WASTE AUTHORITY OF CENTRAL OHIO (SWACO)",3,2245.5
"Columbus-Marion-Zanesville, OH CSA","TOWN OF LONDON",1,19.06
"Columbus-Marion-Zanesville, OH CSA","UNION COUNTY",1,63
"Columbus-Marion-Zanesville, OH CSA","WASTE AWAY SYSTEMS",1,165.97
"Columbus-Marion-Zanesville, OH CSA","WHETSTONE RECYCLING",1,5
"Columbus-Marion-Zanesville, OH CSA","WM",4,5894.3
"Columbus-Marion-Zanesville, OH CSA","WOOD COUNTY SOLID WASTE MANAGEMENT DISTRICT",1,196.65
"Columbus:NC","WM",2,168.39
"Colusa:CA","COLUSA COUNTY",1,0
"Colusa:CA","NORCA",1,95
"Comanche:OK","CITY OF LAWTON",1,695.82
"Comanche:OK","MULTIPLE COMMUNITY SERVICES AUTHORITY",1,75.5
"Conejos:CO","SILVER MOUNTAIN DISPOSAL",1,0.57
"Converse:WY","CITY OF DOUGLAS",1,35
"Converse:WY","CITY OF GLENROCK",1,12.5
"Conway:AR","CITY OF MORRILTON",1,136.71
"Cook:GA","COOK COUNTY",1,57.8
"Cook:MN","COOK COUNTY",1,0
"Cook:MN","COOK COUNTY RECYCLING CENTER",1,3.04
"Coos:NH","ANDROSCOGGIN VALLEY REGIONAL REFUSE DISPOSAL DISTRICT",1,577.75
"Coos:NH","COOS COUNTY",1,20
"Coos:NH","CWST",1,28.11
"Coos:NH","TOWN OF CARROLL",1,12.5
"Coos:NH","TOWN OF ERROL",1,12.5
"Coos:NH","TOWN OF JEFFERSON",1,12.5
"Coos:NH","TOWN OF LANCASTER",1,20
"Coos:NH","TOWN OF NORTHUMBERLAND",1,0
"Coos:NH","TOWN OF STARK",1,12.5
"Coos:NH","TOWN OF WHITEFIELD",1,12.5
"Coos:OR","CITY OF POWERS",1,0
"Coos:OR","COOS COUNTY",1,27.59
"Coos:OR","WCNX",1,3.51
"Corpus Christi-Kingsville-Alice, TX CSA","CITY OF ALICE",1,111.72
"Corpus Christi-Kingsville-Alice, TX CSA","CITY OF CORPUS CHRISTI",3,1645.35
"Corpus Christi-Kingsville-Alice, TX CSA","CITY OF KINGSVILLE",2,95.34
"Corpus Christi-Kingsville-Alice, TX CSA","CITY OF PORT ARANSAS",1,27.01
"Corpus Christi-Kingsville-Alice, TX CSA","DUVAL COUNTY",1,5.99
"Corpus Christi-Kingsville-Alice, TX CSA","JIM HOGG COUNTY",1,1
"Corpus Christi-Kingsville-Alice, TX CSA","REPUB",2,468.19
"Coryell:TX","CITY OF COPPERAS COVE",1,88.11
"Costilla:CO","GT TRASH SERVICES",3,222.43
"Cottonwood:MN","COTTONWOOD COUNTY",1,31.91
"Covington City:VA","ALLEGHANY COUNTY",1,65.99
"Covington City:VA","CITY OF COVINGTON",1,49.23
"Covington:AL","REPUB",1,0
"Craig:OK","CITY OF VINITA",1,12.5
"Craig:VA","CRAIG COUNTY",1,7.18
"Crane:TX","CITY OF CRANE",1,12.71
"Crawford:AR","WM",1,0
"Crawford:IA","CRAWFORD COUNTY",2,34.15
"Crawford:KS","LLOYD'S LOADS",1,0
"Crawford:KS","MIC",1,803.69
"Crawford:KS","SOUTHEAST KANSAS RECYCLING",1,0
"Crawford:MI","TOWN OF LOVELLS",2,24.5
"Crawford:MI","WM",1,397.1
"Crawford:MO","SWINGER SANITATION",1,292.67
"Crawford:WI","WM",1,100
"Crisp:GA","CRISP COUNTY SOLID WASTE MANAGEMENT AUTHORITY",2,196.94
"Crook:WY","CITY OF SUNDANCE",1,12.5
"Crook:WY","TOWN OF MOORCROFT",1,12.5
"Cross:AR","MIC",1,65
"Crow Wing:MN","CROW WING COUNTY",2,264.52
"Crow Wing:MN","IDEAL TOWNSHIP",1,12.5
"Crow Wing:MN","ROOSEVELT TOWNSHIP",1,0
"Cumberland:TN","CUMBERLAND COUNTY",1,0
"Cumberland:TN","FAY PORTABLE BUILDINGS",1,5.06
"Cumberland:TN","SELK SANITATION",1,0
"Cumberland:TN","WCNX",2,162.83
"Cumberland:VA","CUMBERLAND COUNTY",3,37.5
"Cuming:NE","CITY OF WEST POINT",1,0
"Curry:OR","WCNX",4,58.81
"Custer:CO","CUSTER COUNTY",1,15.48
"Custer:ID","BLUE MOUNTAIN REFUSE",3,33.3
"Custer:MT","CUSTER COUNTY",1,47.76
"Custer:MT","EASTERN MONTANA INDUSTRIES",1,3.46
"Custer:NE","CUSTER COUNTY",1,0
"Custer:NE","VILLAGE OF ARNOLD",1,12.5
"Custer:OK","REPUB",2,75.5
"Custer:SD","BARKER CONRETE&CONSTRUCTION",1,34.15
"Custer:SD","SANDER SANITATION SERVICE",1,63
"Daggett:UT","CITY OF MANILA",1,38.46
"Dakota:NE","L P GILL",1,986.8
"Dallam:TX","CITY OF DALHART",1,41.59
"Dallam:TX","TRI STATE RECYCLING",1,27.06
"Dallas-Fort Worth, TX-OK CSA","BALCONES RECYCLING",1,300
"Dallas-Fort Worth, TX-OK CSA","CITY OF CARROLLTON",1,0
"Dallas-Fort Worth, TX-OK CSA","CITY OF CLEBURNE",2,256.03
"Dallas-Fort Worth, TX-OK CSA","CITY OF CORSICANA",1,312.95
"Dallas-Fort Worth, TX-OK CSA","CITY OF DALLAS",4,7411.21
"Dallas-Fort Worth, TX-OK CSA","CITY OF DENTON TEXAS",1,796.44
"Dallas-Fort Worth, TX-OK CSA","CITY OF DURANT",1,5.83
"Dallas-Fort Worth, TX-OK CSA","CITY OF GAINESVILLE",1,94.35
"Dallas-Fort Worth, TX-OK CSA","CITY OF GARLAND",3,2080.42
"Dallas-Fort Worth, TX-OK CSA","CITY OF GRAND PRAIRIE",1,648.77
"Dallas-Fort Worth, TX-OK CSA","CITY OF IRVING",1,529.06
"Dallas-Fort Worth, TX-OK CSA","CITY OF MINERAL WELLS",1,20.77
"Dallas-Fort Worth, TX-OK CSA","CITY OF TERRELL",1,12.5
"Dallas-Fort Worth, TX-OK CSA","CITY OF UNIVERSITY PARK",1,49.61
"Dallas-Fort Worth, TX-OK CSA","COLD SPRINGS PROCESSING",1,3.75
"Dallas-Fort Worth, TX-OK CSA","FCC ENVIRONMENTAL",1,450
"Dallas-Fort Worth, TX-OK CSA","HERITAGE ENVIRONMENTAL SERVICES",1,0
"Dallas-Fort Worth, TX-OK CSA","IP",1,300
"Dallas-Fort Worth, TX-OK CSA","NORTH TEXAS MUNICIPAL WATER DISTRICT",3,1797.61
"Dallas-Fort Worth, TX-OK CSA","PRATT",1,300
"Dallas-Fort Worth, TX-OK CSA","REPUB",8,7244.12
"Dallas-Fort Worth, TX-OK CSA","SILVER CREEK MATERIALS",1,55.37
"Dallas-Fort Worth, TX-OK CSA","SIMS",1,0
"Dallas-Fort Worth, TX-OK CSA","SOUTHWEST PAPER STOCK",1,45.62
"Dallas-Fort Worth, TX-OK CSA","SRCL",1,2.75
"Dallas-Fort Worth, TX-OK CSA","TEXOMA AREA SOLID WASTE AUTHORITY",1,461.27
"Dallas-Fort Worth, TX-OK CSA","TOWN&COUNTRY ENVIRONMENTAL TRANSFER STATION",1,47.07
"Dallas-Fort Worth, TX-OK CSA","WCNX",6,3178.78
"Dallas-Fort Worth, TX-OK CSA","WISE COUNTY",1,45.5
"Dallas-Fort Worth, TX-OK CSA","WM",10,14720.11
"Dallas:AR","DALLAS COUNTY",2,29.35
"Daniels:MT","DANIELS COUNTY",1,17.5
"Danville City:VA","WM",1,58.54
"Darlington:SC","DARLINGTON COUNTY",1,127.63
"Darlington:SC","SON",1,29.32
"Davenport-Moline, IA-IL CSA","CITY OF KEWANEE",1,32.97
"Davenport-Moline, IA-IL CSA","CITY OF MUSCATINE",1,109.68
"Davenport-Moline, IA-IL CSA","CLINTON COUNTY AREA SOLID WASTE AGENCY",2,205.77
"Davenport-Moline, IA-IL CSA","EAGLE ENTERPRISES RECYCLING",1,32.8
"Davenport-Moline, IA-IL CSA","MIDLAND DAVIS",1,63
"Davenport-Moline, IA-IL CSA","REPUB",3,1509.5
"Davenport-Moline, IA-IL CSA","WASTE COMMISSION OF SCOTT COUNTY",2,503.9
"Davenport-Moline, IA-IL CSA","WCNX",1,1717.5
"Daviess:IN","CITY OF WASHINGTON",1,0
"Daviess:IN","DAVIESS COUNTY SOLID WASTE MANAGEMENT DISTRICT",1,137.83
"Daviess:KY","DAVIESS COUNTY",3,1233.3
"Daviess:KY","KARL FREDERICK RUDOLPH TS",1,0.29
"Davis:IA","WM",1,12.5
"Davison:SD","CITY OF MITCHELL",2,84.89
"Dawes:NE","SOLID WASTE AGENCY OF NORTHWEST NEBRASKA (SWANN)",2,49.18
"Dawson:MT","CITY OF GLENDIVE",1,41.87
"Dawson:NE","LEXINGTON AREA SOLID WASTE AGENCY",2,171.16
"Dawson:TX","CITY OF LAMESA",1,45.58
"Day:SD","DEPENDABLE SANITATION",2,26
"Dayton-Springfield-Kettering, OH CSA","CARAU",1,300
"Dayton-Springfield-Kettering, OH CSA","CLARK COUNTY SOLID WASTE DISTRICT",1,63
"Dayton-Springfield-Kettering, OH CSA","GFL",1,300
"Dayton-Springfield-Kettering, OH CSA","MONTGOMERY COUNTY SOLID WASTE DISTRICT",2,2308.14
"Dayton-Springfield-Kettering, OH CSA","REPUB",1,39.85
"Dayton-Springfield-Kettering, OH CSA","RUMPK",2,433.36
"Dayton-Springfield-Kettering, OH CSA","WM",2,1222.41
"De Baca:NM","DE BACA COUNTY",1,4.29
"DeKalb:TN","DEKALB COUNTY",1,43.94
"DeRidder-Fort Polk South, LA CSA","WCNX",1,0
"Deaf Smith:TX","CITY OF HEREFORD",1,12.24
"Decatur:GA","DECATUR COUNTY",2,422.94
"Decatur:IA","WAYNE RINGGOLD DECATUR SOLID WASTE MANAGEMENT COMMISSION",1,29.71
"Decatur:KS","DECATUR COUNTY",1,10.54
"Decatur:TN","GFL",1,288.13
"Defiance:OH","DEFIANCE COUNTY",1,460.46
"Defiance:OH","WERLOR WASTE CONTROL",1,87
"Del Norte:CA","DEL NORTE SOLID WASTE MANAGEMENT AUTHORITY",2,23
"Delaware:NY","DELAWARE COUNTY",1,106.91
"Delaware:NY","TOWN OF ANDES",1,4.39
"Delaware:NY","TOWN OF BOVINA",1,1.35
"Delaware:NY","TOWN OF COLCHESTER",1,2.88
"Delaware:NY","TOWN OF DAVENPORT",1,9.32
"Delaware:NY","TOWN OF HANCOCK",1,7.38
"Delaware:NY","TOWN OF MIDDLETOWN",1,47.73
"Delaware:NY","TOWN OF ROXBURY",1,7.03
"Delaware:OK","DELAWARE COUNTY",2,25
"Delta:CO","DELTA COUNTY",2,91.94
"Delta:MI","DELTA COUNTY",1,115.27
"Delta:MI","LAKESTATE INDUSTRIES",1,23.44
"Denali:AK","DENALI BOROUGH",2,25
"Denver-Aurora, CO CSA","ALL RECYCLING NORTH",1,0
"Denver-Aurora, CO CSA","ALPINE WASTE&RECYCLING",1,0
"Denver-Aurora, CO CSA","ASPHALT SPECIALTIES",2,0
"Denver-Aurora, CO CSA","BOULDER COUNTY LAND USE DEPARTMENT",2,0
"Denver-Aurora, CO CSA","CITY&COUNTY OF DENVER",1,300
"Denver-Aurora, CO CSA","CLEAR CREEK COUNTY",1,2
"Denver-Aurora, CO CSA","ECO C",2,302
"Denver-Aurora, CO CSA","ELBERT COUNTY",1,5
"Denver-Aurora, CO CSA","EVERGREEN DISPOSAL SERVICE",1,63
"Denver-Aurora, CO CSA","GFL",1,1321.03
"Denver-Aurora, CO CSA","GILPIN COUNTY",1,12.5
"Denver-Aurora, CO CSA","INTERNATIONAL PAPER",1,400
"Denver-Aurora, CO CSA","LARIMER COUNTY",1,4.27
"Denver-Aurora, CO CSA","MOUNTAIN VIEW WASTE SYSTEMS",5,75.5
"Denver-Aurora, CO CSA","NORTHERN COLORADO DISPOSAL",1,0
"Denver-Aurora, CO CSA","OXFORD RECYCLED AGGREGATES",1,2.62
"Denver-Aurora, CO CSA","REPUB",3,3982.41
"Denver-Aurora, CO CSA","SNOWY RIVER ENTERPRISES",1,7.05
"Denver-Aurora, CO CSA","WCNX",6,5671.48
"Denver-Aurora, CO CSA","WESTERN DISPOSAL",1,750
"Denver-Aurora, CO CSA","WM",7,10685.06
"Des Moines-Ames-West Des Moines, IA CSA","BOONE COUNTY",2,274.34
"Des Moines-Ames-West Des Moines, IA CSA","CITY OF NEWTON",1,119.72
"Des Moines-Ames-West Des Moines, IA CSA","GUTHRIE COUNTY",1,30.01
"Des Moines-Ames-West Des Moines, IA CSA","INTERNATIONAL PAPER",1,165
"Des Moines-Ames-West Des Moines, IA CSA","MAHASKA COUNTY",1,130.41
"Des Moines-Ames-West Des Moines, IA CSA","METRO WASTE AUTHORITY",2,2005.92
"Des Moines-Ames-West Des Moines, IA CSA","MID AMERICA RECYCLING",1,185
"Des Moines-Ames-West Des Moines, IA CSA","RECYCLE MIDWEST",1,12.5
"Des Moines-Ames-West Des Moines, IA CSA","REPUB",1,0
"Des Moines-Ames-West Des Moines, IA CSA","SOUTH CENTRAL IOWA LANDFILL AGENCY",1,144.43
"Des Moines-Ames-West Des Moines, IA CSA","SOUTH CENTRAL IOWA SOLID WASTE AGENCY",1,205.73
"Des Moines-Ames-West Des Moines, IA CSA","SOUTH DALLAS COUNTY LANDFILL ASSOCIATION",1,89.99
"Des Moines-Ames-West Des Moines, IA CSA","WM",2,52.39
"Desha:AR","DESHA COUNTY",1,20
"Detroit-Warren-Ann Arbor, MI CSA","AIGH",4,6745.07
"Detroit-Warren-Ann Arbor, MI CSA","CALVERT'S ROLL OFF CONTAINERS",1,63
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF CHELSEA",1,25
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF DEARBORN",1,0
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF DETROIT",4,50
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF LIVONIA",1,0
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF RIVERVIEW",1,2600.1
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF TRENTON",1,50
"Detroit-Warren-Ann Arbor, MI CSA","CITY OF WESTLAND",1,33
"Detroit-Warren-Ann Arbor, MI CSA","GENESEE WASTE SERVICES",2,126
"Detroit-Warren-Ann Arbor, MI CSA","GFL",7,663
"Detroit-Warren-Ann Arbor, MI CSA","J FONS",1,350
"Detroit-Warren-Ann Arbor, MI CSA","MID MICHIGAN RECYCLING LC",3,189
"Detroit-Warren-Ann Arbor, MI CSA","MONROE'S RUBBISH REMOVAL",1,63
"Detroit-Warren-Ann Arbor, MI CSA","RECY CLEAN",1,0
"Detroit-Warren-Ann Arbor, MI CSA","REPUB",11,9788.29
"Detroit-Warren-Ann Arbor, MI CSA","SAINT CLAIR COUNTY",1,982.84
"Detroit-Warren-Ann Arbor, MI CSA","SOUTHEAST OAKLAND COUNTY RES REC AUTH",2,128
"Detroit-Warren-Ann Arbor, MI CSA","TAYLOR RECYCLING",1,300
"Detroit-Warren-Ann Arbor, MI CSA","WCNX",1,2773.3
"Detroit-Warren-Ann Arbor, MI CSA","WM",7,10216.67
"Dewey:SD","CHEYENNE RIVER SIOUX TRIBE",1,12.5
"Dewitt:IL","PDC",2,1034.52
"Dickenson:VA","DICKENSON COUNTY",1,31.92
"Dickey:ND","CITY OF ELLENDALE",1,12.5
"Dickinson:IA","WM",1,152.75
"Dickinson:KS","HAMM WASTE SERVICES",1,0
"Dillingham:AK","CITY OF DILLINGHAM",1,0
"Dillon:SC","DILLON COUNTY",1,69.48
"Dimmit:TX","CITY OF CARRIZO SPRINGS",1,24.39
"Dinwiddie:VA","DINWIDDIE COUNTY",1,62.85
"Divide:ND","NOONAN LANDFILL",1,11.7
"Dixon-Sterling, IL CSA","REPUB",1,1170.4
"Dixon-Sterling, IL CSA","WM",1,1315.83
"Dodge:GA","DODGE COUNTY",1,30
"Dodge:WI","CITY OF WAUPUN",1,2
"Dolores:CO","DOLORES COUNTY",1,12.5
"Dona Ana:NM","WCNX",1,10.93
"Donley:TX","BAIN &",1,5.56
"Dooly:GA","MIDDLE GEORGIA REGIONAL SOLID WASTE AUTHORITY",1,64.98
"Door:WI","AIGH",1,80
"Door:WI","GOING GARBAGE&RECYCLING",1,63
"Dorchester:SC","DORCHESTER COUNTY",1,0
"Dorchester:SC","WM",1,3629.44
"Dothan-Ozark, AL CSA","HENRY COUNTY",1,12.5
"Dothan-Ozark, AL CSA","SOUTHEAST WASTE DISPOSAL",1,260
"Dothan-Ozark, AL CSA","WM",1,434.77
"Dougherty:GA","AIGH",1,63
"Dougherty:GA","DOUGHERTY COUNTY",1,454.88
"Douglas:KS","HAMM WASTE SERVICES",2,1498.2
"Douglas:MN","WM",1,300
"Douglas:OR","DOUGLAS COUNTY",13,418.53
"Douglas:WA","WM",1,1312.24
"Douglas:WI","ALWAYS AVAILABLE ROLL OFF",1,63
"Douglas:WI","CITY OF SUPERIOR",1,413.96
"Douglas:WI","TOWN OF BARNES",1,12.5
"Douglas:WI","TOWN OF SOLON SPRINGS",1,12.5
"Drew:AR","CITY OF MONTICELLO",1,120
"Dubois:IN","REPUB",1,1.27
"Dubuque:IA","BI COUNTY DISPOSAL",1,11.05
"Dubuque:IA","DITTMER RECYCLING",1,0
"Dubuque:IA","DUBUQUE METROPOLITAN AREA SOLID WASTE AGENCY",1,350.75
"Duchesne:UT","DUCHESNE COUNTY",1,154.43
"Dukes:MA","TOWN OF CHILMARK",1,3.5
"Dukes:MA","TOWN OF EDGARTOWN",1,41.95
"Dukes:MA","TOWN OF GAY HEAD",1,1.74
"Dukes:MA","TOWN OF GOSNOLD",1,0.45
"Dukes:MA","TOWN OF OAK BLUFFS",1,59.47
"Dukes:MA","TOWN OF TISBURY",1,4.6
"Dukes:MA","TOWN OF WEST TISBURY",1,0
"Duplin:NC","DUPLIN COUNTY TRANSFER STATION",1,116.51
"Dyer:TN","CITY OF DYERSBERG",1,94.6
"East Baton Rouge:LA","NATURAL RESOURCES RECOVERY",1,328.9
"East Baton Rouge:LA","REMEDIATION SERVICES OF LOUISIANA",1,112.95
"East Baton Rouge:LA","REPUB",1,1540.17
"East Baton Rouge:LA","RIVERBEND ENVIRONMENTAL SERVICES",1,63
"East Baton Rouge:LA","SPREC",1,40
"East Baton Rouge:LA","WCNX",1,100
"Eau Claire-Menomonie, WI CSA","AIGH",2,1486.37
"Eau Claire-Menomonie, WI CSA","BOXX SANITATION",1,0
"Eau Claire-Menomonie, WI CSA","DUNN COUNTY",1,300
"Eau Claire-Menomonie, WI CSA","WM",1,54
"Eddy:NM","CITY OF ARTESIA",1,122.16
"Eddy:NM","EDDY COUNTY",3,268.88
"Edgar:IL","INGRUM WASTE DISPOSAL",1,30.83
"Edgefield:SC","EDGEFIELD COUNTY",1,116.22
"Edwards-Glenwood Springs, CO CSA","CITY OF GLENWOOD SPRINGS",1,171.78
"Edwards-Glenwood Springs, CO CSA","EAGLE COUNTY",2,337.26
"Edwards-Glenwood Springs, CO CSA","GARFIELD COUNTY",1,91.74
"Edwards-Glenwood Springs, CO CSA","PITKIN COUNTY",1,238.45
"Edwards:KS","EDWARDS COUNTY",1,9.71
"Edwards:TX","CITY OF ROCKSPRINGS",1,2.68
"Effingham:IL","SANITATION SERVICE",1,302.74
"Effingham:IL","SUTTER'S SANITATION SERVICES",1,63
"El Paso-Las Cruces, TX-NM CSA","CITY OF EL PASO",1,1388.15
"El Paso-Las Cruces, TX-NM CSA","EL PASO C&D RECYCLING",1,3.63
"El Paso-Las Cruces, TX-NM CSA","FRIEDMAN RECYCLING",1,258
"El Paso-Las Cruces, TX-NM CSA","HUDSPETH COUNTY",2,18.02
"El Paso-Las Cruces, TX-NM CSA","SOUTH CENTRAL SOLID WASTE AUTHORITY (SCSWA)",10,1083.59
"El Paso-Las Cruces, TX-NM CSA","WCNX",1,1707.66
"El Paso:CO","GFL",2,350
"El Paso:CO","WCNX",2,1131.59
"El Paso:CO","WM",4,2777.66
"Elbert:GA","ELBERT COUNTY",1,57
"Elk:PA","AIGH",1,1719.8
"Elko:NV","CITY OF ELKO",1,262.9
"Elko:NV","CITY OF WEST WENDOVER",1,42.28
"Elko:NV","JACKPOT TRANSFER STATION",1,0
"Ellis:KS","ELLIS COUNTY",2,21.34
"Ellis:KS","IDEAL REFUSE REMOVAL",1,0
"Elmira-Corning, NY CSA","B&H RAIL",1,0
"Elmira-Corning, NY CSA","CWST",6,1072.27
"Elmira-Corning, NY CSA","STEUBEN COUNTY",4,380.42
"Emanuel:GA","EMANUEL COUNTY",1,30
"Emery:UT","EMERY COUNTY",1,40.52
"Emmet:IA","EMMET COUNTY COUNCIL OF GOVERNMENTS",1,17.14
"Emmet:MI","EMMET COUNTY",1,133
"Emporia City:VA","GREENSVILLE COUNTY",1,104.88
"Erath:TX","CITY OF STEPHENVILLE",1,88.39
"Erath:TX","MARION COUNTY LANDFILL",1,4.63
"Erath:TX","WCNX",1,63
"Erie-Meadville, PA CSA","CRAWFORD COUNTY RECYCLING CENTER",1,15.38
"Erie-Meadville, PA CSA","GEOSOURCE",1,115.38
"Erie-Meadville, PA CSA","WM",1,638.94
"Esmeralda:NV","ESMERALDA COUNTY",1,10.85
"Essex:NY","CWST",2,2.4
"Essex:NY","TOWN OF ESSEX",1,1.23
"Essex:NY","TOWN OF KEENE",1,1.12
"Essex:NY","TOWN OF LEWIS",1,12.47
"Essex:NY","TOWN OF MINERVA",1,1.56
"Essex:NY","TOWN OF MORIAH",1,12.5
"Essex:NY","TOWN OF NEWCOMB",1,0.81
"Essex:NY","TOWN OF NORTH ELBA",1,17.46
"Essex:NY","TOWN OF NORTH HUDSON",1,0.71
"Essex:NY","TOWN OF SCHROON",1,4.27
"Essex:NY","TOWN OF TICONDEROGA",1,1.47
"Essex:NY","TOWN OF WESTPORT",1,2.79
"Essex:NY","TOWN OF WILMINGTON",1,0.44
"Essex:VA","ESSEX COUNTY&TOWN OF TAPPAHANNOCK",1,9.51
"Essex:VT","TOWN OF CANAAN",1,0
"Essex:VT","TOWN OF CONCORD",1,12.5
"Essex:VT","TOWN OF LUNENBURG",1,12.5
"Etowah:AL","CITY OF GADSDEN",1,63
"Eureka:NV","EUREKA COUNTY",1,9.43
"Evans:GA","EVANS COUNTY",1,63
"Fairbanks North Star:AK","FAIRBANKS NORTH STAR BOROUGH",1,300
"Fallon:MT","FALLON COUNTY",1,24.9
"Fannin:GA","AIGH",1,12.5
"Fargo-Wahpeton, ND-MN CSA","CITY OF FARGO",1,728.94
"Fargo-Wahpeton, ND-MN CSA","CITY OF MOORHEAD",1,88.72
"Fargo-Wahpeton, ND-MN CSA","CITY OF WEST FARGO",1,63
"Fargo-Wahpeton, ND-MN CSA","CLAY COUNTY",1,110.14
"Fargo-Wahpeton, ND-MN CSA","MANNKOTA RECYCLING",1,60
"Fargo-Wahpeton, ND-MN CSA","MINNKOTA RECYCLING",1,96
"Fargo-Wahpeton, ND-MN CSA","WM",1,150
"Fayette:AL","FAYETTE COUNTY COMMISSION",1,0.5
"Fayette:IA","FAYETTE COUNTY",1,63
"Fayette:IA","IOWA WASTE SYSTEMS",1,0
"Fayette:TX","REPUB",1,0
"Fayetteville-Sanford-Lumberton, NC CSA","AAA HAULING OF NORTH CAROLINA",1,9.57
"Fayetteville-Sanford-Lumberton, NC CSA","CONSTRUCTION WASTE RECYCLING (ICAN)",1,11.67
"Fayetteville-Sanford-Lumberton, NC CSA","CUMBERLAND COUNTY",1,1440.31
"Fayetteville-Sanford-Lumberton, NC CSA","GFL",2,668.46
"Fayetteville-Sanford-Lumberton, NC CSA","HARNETT COUNTY",3,331.38
"Fayetteville-Sanford-Lumberton, NC CSA","HOKE COUNTY",1,80.43
"Fayetteville-Sanford-Lumberton, NC CSA","PRATT",1,63
"Fayetteville-Sanford-Lumberton, NC CSA","REPUB",1,148.21
"Fayetteville-Sanford-Lumberton, NC CSA","ROBESON COUNTY",1,329.61
"Fayetteville-Sanford-Lumberton, NC CSA","SCOTLAND COUNTY",3,92.53
"Fayetteville-Sanford-Lumberton, NC CSA","SON",1,300
"Fayetteville-Sanford-Lumberton, NC CSA","WM",1,98.76
"Fentress:TN","FENTRESS COUNTY",1,32.15
"Fergus:MT","LEWSITOWN DISPOSAL",2,126
"Ferry:WA","FERRY COUNTY",1,26.92
"Finney:KS","WCNX",1,285.72
"Flathead:MT","FLATHEAD COUNTY",1,298.26
"Flathead:MT","WCNX",1,16.5
"Florence:SC","WM",1,358.39
"Floyd:IA","FLOYD COUNTY",1,2.23
"Floyd:KY","WCNX",1,91.28
"Floyd:TX","CITY OF FLOYDADA",1,26.58
"Floyd:VA","FLOYD COUNTY",1,37.96
"Fluvanna:VA","FLUVANNA COUNTY",1,63
"Fluvanna:VA","REPUB",1,94.69
"Fluvanna:VA","VAN DER LINDE RECYCLING",1,627.21
"Foard:TX","CITY OF CROWELL/FOARD COUNTY",1,0.96
"Fond Du Lac:WI","GUELIGS WASTE REMOVAL&DEMOLITION",1,0
"Fond Du Lac:WI","WM",1,63
"Fond du Lac:WI","WM",1,0
"Ford:KS","FORD COUNTY",1,152.34
"Fort Wayne-Huntington-Auburn, IN CSA","ADAMS COUNTY",1,29.8
"Fort Wayne-Huntington-Auburn, IN CSA","AIGH",1,242.63
"Fort Wayne-Huntington-Auburn, IN CSA","BUNN BOX",1,262.73
"Fort Wayne-Huntington-Auburn, IN CSA","CITY OF HUNTINGTON",1,223.03
"Fort Wayne-Huntington-Auburn, IN CSA","CITY OF KENDALLVILLE",1,0
"Fort Wayne-Huntington-Auburn, IN CSA","KENDALLVILLE IRON&METAL",1,462.29
"Fort Wayne-Huntington-Auburn, IN CSA","REPUB",3,2788.75
"Fort Wayne-Huntington-Auburn, IN CSA","SERV ALL (REPUBLIC SERVICES)",1,175.69
"Fort Wayne-Huntington-Auburn, IN CSA","STRATEGIC MATERIAL",1,63
"Fort Wayne-Huntington-Auburn, IN CSA","WASHLER",1,31.75
"Franklin:AL","FRANKLIN COUNTY",1,33.25
"Franklin:AR","CITY OF OZARK",1,0
"Franklin:FL","FRANKLIN COUNTY",1,25
"Franklin:FL","WM",1,25
"Franklin:GA","FRANKLIN COUNTY",1,12.5
"Franklin:ID","FRANKLIN COUNTY",1,18.5
"Franklin:IL","LANDFILL",1,281.05
"Franklin:MA","FRANKLIN COUNTY SOLID WASTE MANAGEMENT DISTRICT",15,113.93
"Franklin:MA","TOWN OF CHARLEMONT",1,3.43
"Franklin:MA","TOWN OF GREENFIELD",1,34.42
"Franklin:MA","TOWN OF LEVERETT",1,3.24
"Franklin:MA","TOWN OF MONROE",1,0.17
"Franklin:ME","TOWN OF CARRABASSETT VALLEY",1,12.77
"Franklin:ME","TOWN OF EUSTIS",1,4.54
"Franklin:ME","TOWN OF FARMINGTON",1,292.09
